17930 0.0265
17940 0.0196
17950 0.0220
17960 0.0179
17970 0.0153
17980 0.0156
17990 0.0150
18000 0.0059
18010 0.0028
18020 0.0027
18030 0.0035
18040 0.0027
18050 0.0030
18060 0.0007
18070 0.0006
18080 0.0008
18090 0.0004
18100 0.0003
18110 0.0000
18120 0.0000
18130 0.0000
18140 0.0000
