         19000.              0.
         19200.              0.
         19400.     0.003705991
         19600.       0.0142063
         19800.      0.04817789
         20000.       0.1093268
         20200.       0.3878938
         20400.       0.6621372
         20600.       0.8289068
         20800.        0.861643
         21000.       0.8542311
         21200.       0.9240272
         21400.       0.8900556
         21600.       0.8499074
         21800.       0.9061149
         22000.       0.9314392
         22200.              1.
         22400.       0.9938233
         22600.       0.9017913
         22800.       0.9166152
         23000.       0.9369981
         23200.        0.889438
         23400.         0.85979
         23600.        0.867202
         23800.       0.8029648
         24000.        0.874614
         24200.       0.5713404
         24400.        0.136504
         24600.      0.04138357
         24800.     0.008647313
         25000.              0.
         25200.              0.
         25400.              0.
