 3600.  0.
  3650.  0.00600000005
  3700.  0.0299999993
  3750.  0.0599999987
  3800.  0.134000003
  3850.  0.301999986
  3900.  0.566999972
  3950.  0.841000021
  4000.  0.958999991
  4050.  0.98299998
  4100.  0.995999992
  4150.  1.
  4200.  0.995999992
  4250.  0.986999989
  4300.  0.973999977
  4350.  0.957000017
  4400.  0.930999994
  4450.  0.897000015
  4500.  0.848999977
  4550.  0.800000012
  4600.  0.748000026
  4650.  0.698000014
  4700.  0.648000002
  4750.  0.597000003
  4800.  0.545000017
  4850.  0.497000009
  4900.  0.446999997
  4950.  0.397000015
  5000.  0.344999999
  5050.  0.296999991
  5100.  0.252000004
  5150.  0.207000002
  5200.  0.165999994
  5250.  0.128999993
  5300.  0.0949999988
  5350.  0.0689999983
  5400.  0.0430000015
  5450.  0.0240000002
  5500.  0.00899999961
  5550.  0.
