       11985.   6.454453E-5   1.400000E-4
       11990.   8.086939E-5   1.400000E-4
       11995.   5.378711E-6   1.400000E-4
       12000.  -4.284096E-5   1.400000E-4
       12005.  -2.142048E-5   1.400000E-4
       12010.  -5.350402E-5   1.400000E-4
       12015.  -1.230498E-4   1.400000E-4
       12020.  -6.426145E-5   1.400000E-4
       12025.  -2.142048E-5   1.400000E-4
       12030.  -2.142048E-5   1.400000E-4
       12035.  -5.378711E-6   1.400000E-4
       12040.  -2.142048E-5   1.400000E-4
       12045.   1.066306E-5   1.400000E-4
       12050.  -2.679919E-5   1.400000E-4
       12055.  -2.670483E-5   1.400000E-4
       12060.   9.077754E-5   1.400000E-4
       12065.   4.274660E-5   1.400000E-4
       12070.   3.736788E-5   1.400000E-4
       12075.   2.142048E-5   1.400000E-4
       12080.  -2.142048E-5   1.400000E-4
       12085.   1.604177E-5   1.400000E-4
       12090.   2.670483E-5   1.400000E-4
       12095.   6.935706E-5   1.400000E-4
       12100.  -1.604177E-5   1.400000E-4
       12105.   5.378711E-6   1.400000E-4
       12110.   2.132612E-5   1.400000E-4
       12115.  -1.066306E-5   1.400000E-4
       12120.   1.066306E-5   1.400000E-4
       12125.  -4.803095E-5   1.400000E-4
       12130.   1.066306E-5   1.400000E-4
       12135.   5.378711E-6   1.400000E-4
       12140.   8.002012E-5   1.400000E-4
       12145.   3.736788E-5   1.400000E-4
       12150.   3.208354E-5   1.400000E-4
       12155.   8.002012E-5   1.400000E-4
       12160.   5.378711E-6   1.400000E-4
       12165.   5.869400E-5   1.400000E-4
       12170.   1.066306E-5   1.400000E-4
       12175.  -5.378711E-6   1.400000E-4
       12180.  -4.274660E-5   1.400000E-4
       12185.   4.274660E-5   1.400000E-4
       12190.   4.812531E-5   1.400000E-4
       12195.   2.132612E-5   1.400000E-4
       12200.   5.284348E-6   1.400000E-4
       12205.   4.274660E-5   1.400000E-4
       12210.   1.066306E-5   1.400000E-4
       12215.   5.378711E-6   1.400000E-4
       12220.  -1.604177E-5   1.400000E-4
       12225.   1.075742E-5   1.400000E-4
       12230.   1.014406E-4   1.400000E-4
       12235. -2.851094E-10   1.400000E-4
       12240.  -3.886072E-8   1.400000E-4
       12245.  -7.483014E-5   1.400000E-4
       12250.  -1.604177E-5   1.400000E-4
       12255.   1.066306E-5   1.400000E-4
       12260.   2.142048E-5   1.400000E-4
       12265.   4.812531E-5   1.400000E-4
       12270.  -5.284348E-6   1.400000E-4
       12275.   4.812531E-5   1.400000E-4
       12280.  -2.142048E-5   1.400000E-4
       12285.  -1.066306E-5   1.400000E-4
       12290.   3.208354E-5   1.400000E-4
       12295.   7.492450E-5   1.400000E-4
       12300.   4.821967E-5   1.400000E-4
       12305.  -3.217790E-5   1.400000E-4
       12310.   3.217790E-5   1.400000E-4
       12315.   4.284096E-5   1.400000E-4
       12320.  -2.142048E-5   1.400000E-4
       12325.   4.293532E-5   1.400000E-4
       12340.  -1.453007E-8   1.400000E-4
       12345.   5.378711E-6   1.400000E-4
       12350.   4.831403E-5   1.400000E-4
       12355.   2.396641E-8   1.400000E-4
       12360.   5.897710E-5   1.400000E-4
       12365.  -2.679919E-5   1.400000E-4
       12370.   1.075742E-5   1.400000E-4
       12375.   3.765098E-5   1.400000E-4
       12380.   3.765098E-5   1.400000E-4
       12385.   1.613613E-5   1.400000E-4
       12390.   4.302969E-5   1.400000E-4
       12395.  -1.075742E-5   1.400000E-4
       12400.   1.075742E-5   1.400000E-4
       12405.   1.183316E-4   1.400000E-4
